,ASIN,title,price,rating,image,search_url,product_url,category,keyword
85,B0DCFD8J2N,"ACEMAGIC Laptop Computer 17.3 Inch FHD Screen Premium Laptop with N97 Processor(Up to 3.6GHz) 16GB RAM 512GB ROM Business Laptop, 6000Mah Battery, Light&Thin, Metal Shell, Webcam, Type-C USB3.2 Silver",339.99,4.1,https://m.media-amazon.com/images/I/71mg6KdJtSL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=3&qid=1730948270&ref=sr_pg_2,https://www.amazon.com/dp/B0DCFD8J2N,computers,laptop
86,B0C7MR5RDH,"HP 2023 Newest Chromebook Laptop, 14 Inch Display, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS, Modern Gray",177.1,4.2,https://m.media-amazon.com/images/I/51PsNbMd-CL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=3&qid=1730948270&ref=sr_pg_2,https://www.amazon.com/dp/B0C7MR5RDH,computers,laptop
87,B0CDM5RF8D,"ASUS Zenbook 15 Laptop, 15.6” FHD Display, AMD Ryzen 5 7535U CPU, AMD Radeon Graphics, 16GB RAM, 512GB SSD, Windows 11 Home, Ponder Blue, UM3504DA-AS54",799.99,4.0,https://m.media-amazon.com/images/I/71xG5AOiuoL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=3&qid=1730948270&ref=sr_pg_2,https://www.amazon.com/dp/B0CDM5RF8D,computers,laptop
88,B0DHYFW9QK,"HP 15.6"" Business & Student Laptop Computer, Intel Core i3, Windows 11 Pro Laptop with Microsoft Office Lifetime License, Plusera Earphones (Intel Core i3, 32GB RAM | 1TB SSD)",499.99,4.1,https://m.media-amazon.com/images/I/61Hq-4AehGL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=3&qid=1730948270&ref=sr_pg_2,https://www.amazon.com/dp/B0DHYFW9QK,computers,laptop
89,B0D14D6BRD,"Dell Inspiron 16 Plus 7640 Laptop - 16.0-inch 16:10 2.5K (2560x1600) Display, Intel Core Ultra 7-155H Processor, 16GB DDR5 RAM, 1TB SSD, Windows 11 Home, Onsite & Migrate Service - Ice Blue",1431.4,4.1,https://m.media-amazon.com/images/I/71ltDhhO1YL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=3&qid=1730948270&ref=sr_pg_2,https://www.amazon.com/dp/B0D14D6BRD,computers,laptop
90,B0DFM2XCZ6,Laptop Computer AMD Ryzen 7 5700U Gaming Laptop 16GB DDR4 512GB M.2 2280 NVMe SSD Windows Laptop Office Laptops Home Laptops Windows11 16.1-inch IPS FHD WIFI6 BT5.2 HDMI Type-C USB3.2,599.99,5.0,https://m.media-amazon.com/images/I/71-Ue+YHz7L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0DFM2XCZ6,computers,laptop
91,B0CZ56BHPV,"Dell Inspiron 5440 Laptop - 14.0-inch 16:10 FHD+ (1920 x 1200) Display, Intel Core i5-1334U Processor, 8GB DDR5 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Carbon Black",711.99,4.1,https://m.media-amazon.com/images/I/71jq7qdjh7L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0CZ56BHPV,computers,laptop
92,B0C7MR5RDH,"HP 2023 Newest Chromebook Laptop, 14 Inch Display, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS, Modern Gray",177.1,4.2,https://m.media-amazon.com/images/I/51PsNbMd-CL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0C7MR5RDH,computers,laptop
93,B0D1TWY6TR,"HP 14"" Ultra-Light Laptop for Student & Home (Narrow-Bezel Display, Intel Pentium N5030, 16GB RAM, 512GB SSD, 1-Year Office 365) 11-Hr Long Battery Life, Webcam, Wi-Fi, IST Card, Win 11 Home, Silver",329.98,4.1,https://m.media-amazon.com/images/I/61GrEm0qEsL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0D1TWY6TR,computers,laptop
94,B0CRDF25TQ,"ASUS TUF Gaming A15 (2024) Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 2050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NF-ES51",692.99,4.3,https://m.media-amazon.com/images/I/81kxce-AlLL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0CRDF25TQ,computers,laptop
95,B0CN3W7S7Z,"Dell Inspiron 3000 Series 3520 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1155G7, 16GB DDR4 RAM, 1TB PCIe SSD, Webcam, SD Card Reader, Wi-Fi, Windows 11 Home, Black",481.94,4.1,https://m.media-amazon.com/images/I/61gtpYVQ8NL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0CN3W7S7Z,computers,laptop
96,B089KRV2D6,"Lenovo 14 FHD Laptop - AMD A6-9220C Dual-Core Processor, 4GB RAM, 64GB eMMC, Windows 10 Pro, Black - 14W (81MQ000JUS) (Renewed)",114.99,2.8,https://m.media-amazon.com/images/I/61e7etjgCmL._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B089KRV2D6,computers,laptop
97,B0DF7NH5W1,"jumper Laptop 14"", 12GB DDR4 512GB SSD, Expandable 256GB TF Card, Celeron N3350, Notebook Computer with FHD 1080P Display, 35.52WH Battery, 2 Speakers, 2.4G+5G WiFi, Portable Business Laptops.",529.99,5.0,https://m.media-amazon.com/images/I/71ZvKZKyp5L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0DF7NH5W1,computers,laptop
98,B0BG3GR52T,"Dell Latitude 5400 14"""" HD, Core i5-8265U 1.6GHz, 32GB RAM, 1TB M.2-NVMe, Windows 11 Pro 64Bit, CAM (Renewed), Black",236.0,4.4,https://m.media-amazon.com/images/I/61PkGRSw05L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B0BG3GR52T,computers,laptop
99,B07G3DJ7RD,"Dell Latitude 5490 14"" FHD Laptop Computer, Intel i7-8650U, 16GB DDR4 RAM, 512GB SSD, Windows 10 Pro (Renewed)",246.95,4.1,https://m.media-amazon.com/images/I/51Z-NzAkM9L._AC_UY218_.jpg,https://www.amazon.com/s?k=laptop&i=computers&page=4&qid=1730948272&ref=sr_pg_3,https://www.amazon.com/dp/B07G3DJ7RD,computers,laptop
